	gene_curie	phenotypes	total_phenotypes	homologs	total_homologs	ortholog_phenotypes	total_ortholog_phenotypes
10	HGNC:25659	[['heel bone mineral density', 'EFO:0009270', ['https://archive.monarchinitiative.org/#gwascatalog']]]	1	[['zc3h11a', 'ZFIN:ZDB-GENE-030131-3272', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['Zc3h11a', 'MGI:1917829', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zc3h11a', 'RGD:1308290', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000028035', 'ENSEMBL:ENSSSCG00000028035', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000017352', 'ENSEMBL:ENSBTAG00000017352', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000010077', 'ENSEMBL:ENSACAG00000010077', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSOANG00000001915', 'ENSEMBL:ENSOANG00000001915', 'Ornithorhynchus anatinus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000010539', 'ENSEMBL:ENSMMUG00000010539', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ZC3H11A', 'ENSEMBL:ENSCAFG00000009602', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSGALG00000000541', 'ENSEMBL:ENSGALG00000000541', 'Gallus gallus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000000872', 'ENSEMBL:ENSFCAG00000000872', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000001184', 'ENSEMBL:ENSMODG00000001184', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000000042', 'ENSEMBL:ENSECAG00000000042', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']]]	13	[['Abnormality of hair pigmentation', 'HP:0009887', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim', 'https://archive.monarchinitiative.org/#mmrrc', 'https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']], ['Enlarged kidney', 'HP:0000105', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['Abnormal heart morphology', 'HP:0001627', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['Abnormality of bladder morphology', 'HP:0025487', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['Leukopenia', 'HP:0001882', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['Hypotriglyceridemia', 'HP:0012153', 'Mus musculus', ['https://archive.monarchinitiative.org/#mmrrc', 'https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']], ['preweaning lethality, complete penetrance', 'MP:0011100', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['abnormal kidney morphology', 'MP:0002135', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['decreased hematocrit', 'MP:0000208', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['decreased circulating bilirubin level', 'MP:0005635', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['enlarged urinary bladder', 'MP:0011874', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['abnormal thymus morphology', 'MP:0000703', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['abnormal heart shape', 'MP:0000277', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']]]	13
11	HGNC:12158	['not found']	0	['not found']	0	['not found']	0
12	HGNC:48778	[['heel bone mineral density', 'EFO:0009270', ['https://archive.monarchinitiative.org/#gwascatalog']], ['cognitive function measurement', 'EFO:0008354', ['https://archive.monarchinitiative.org/#gwascatalog']], ['self reported educational attainment', 'EFO:0004784', ['https://archive.monarchinitiative.org/#gwascatalog']], ['mean arterial pressure', 'EFO:0006340', ['https://archive.monarchinitiative.org/#gwascatalog']], ['response to dietary potassium supplementation', 'EFO:0005403', ['https://archive.monarchinitiative.org/#gwascatalog']], ['response to high sodium diet', 'EFO:0005401', ['https://archive.monarchinitiative.org/#gwascatalog']], ['diastolic blood pressure', 'EFO:0006336', ['https://archive.monarchinitiative.org/#gwascatalog']], ['systolic blood pressure', 'EFO:0006335', ['https://archive.monarchinitiative.org/#gwascatalog']]]	8	[['LOC614922', 'ENSEMBL:ENSBTAG00000006815', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000038680', 'ENSEMBL:ENSBTAG00000038680', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000021755', 'ENSEMBL:ENSBTAG00000021755', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['CR812847.4', 'ENSEMBL:ENSDARG00000115694', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['A0A3Q1MP10', 'ENSEMBL:ENSBTAG00000054428', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000028129', 'ENSEMBL:ENSECAG00000028129', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['A0A3Q1M3F3', 'ENSEMBL:ENSBTAG00000054873', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']]]	7	['not found']	0
13	HGNC:17418	['not found']	0	[['ndnl2', 'ZFIN:ZDB-GENE-031107-3', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['MAGE', 'FlyBase:FBgn0037481', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#panther']], ['NSE3', 'SGD:S000002696', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000023689', 'ENSEMBL:ENSMMUG00000023689', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000011664', 'ENSEMBL:ENSACAG00000011664', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000011382', 'ENSEMBL:ENSMODG00000011382', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000005897', 'ENSEMBL:ENSECAG00000005897', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSGALG00000040480', 'ENSEMBL:ENSGALG00000040480', 'Gallus gallus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000040841', 'ENSEMBL:ENSFCAG00000040841', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSOANG00000020339', 'ENSEMBL:ENSOANG00000020339', 'Ornithorhynchus anatinus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000021697', 'ENSEMBL:ENSPTRG00000021697', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000016736', 'ENSEMBL:ENSMODG00000016736', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['nse3', 'PomBase:SPCC645.04', 'Schizosaccharomyces pombe', ['https://archive.monarchinitiative.org/#panther']], ['DDB0186138', 'dictyBase:DDB_G0284679', 'Dictyostelium discoideum', ['https://archive.monarchinitiative.org/#panther']]]	14	[['viable', 'FBcv:0000349', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['increased cell death', 'FBcv:0000425', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['increased cell number', 'FBcv:0000362', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['lethal', 'FBcv:0000351', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['visible', 'FBcv:0000354', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['chemical sensitive', 'FBcv:0000440', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['radiation sensitive', 'FBcv:0000442', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['abnormal neuroanatomy', 'FBcv:0000435', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['partially lethal', 'FBcv:0002015', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['competitive fitness:increased', 'MONARCH:APO_0000110APO_0000004', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['heat sensitivity:increased', 'MONARCH:APO_0000147APO_0000004', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['chromosome/plasmid maintenance:decreased', 'MONARCH:APO_0000143APO_0000003', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['haploproficient', 'APO:0000330', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['mutation frequency:increased', 'MONARCH:APO_0000198APO_0000004', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['inviable', 'APO:0000112', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['chromosome/plasmid maintenance:abnormal', 'MONARCH:APO_0000143APO_0000002', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['innate thermotolerance:increased', 'MONARCH:APO_0000334APO_0000004', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['killer toxin resistance:decreased', 'MONARCH:APO_0000081APO_0000003', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['oxidative stress resistance:decreased', 'MONARCH:APO_0000083APO_0000003', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']], ['colony sectoring:increased', 'MONARCH:APO_0000197APO_0000004', 'Saccharomyces cerevisiae S288C', ['https://archive.monarchinitiative.org/#sgd']]]	20
14	HGNC:25255	[['body mass index', 'EFO:0004340', ['https://archive.monarchinitiative.org/#gwascatalog']], ['cognitive function measurement', 'EFO:0008354', ['https://archive.monarchinitiative.org/#gwascatalog']], ['age at menarche', 'EFO:0004703', ['https://archive.monarchinitiative.org/#gwascatalog']]]	3	[['lrrc53', 'ZFIN:ZDB-GENE-131121-432', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther', 'https://archive.monarchinitiative.org/#zfin']], ['wdp', 'FlyBase:FBgn0034718', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#panther']], ['chp', 'FlyBase:FBgn0267435', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000042455', 'ENSEMBL:ENSMMUG00000042455', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000000862', 'ENSEMBL:ENSPTRG00000000862', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000013802', 'ENSEMBL:ENSECAG00000013802', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000000352', 'ENSEMBL:ENSMODG00000000352', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000006394', 'ENSEMBL:ENSFCAG00000006394', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000011717', 'ENSEMBL:ENSACAG00000011717', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']]]	9	[['viable', 'FBcv:0000349', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['viable', 'FBcv:0000349', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['abnormal body color', 'FBcv:0000356', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['lethal', 'FBcv:0000351', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['visible', 'FBcv:0000354', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['abnormal neuroanatomy', 'FBcv:0000435', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']]]	6
15	HGNC:27814	[['Drug-induced agranulocytosis', 'HP:0012235', ['https://archive.monarchinitiative.org/#gwascatalog']], ['response to sulfasalazine', 'EFO:0008324', ['https://archive.monarchinitiative.org/#gwascatalog']]]	2	[['mroh1', 'ZFIN:ZDB-GENE-090806-2', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['c11.1', 'FlyBase:FBgn0040236', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#panther']], ['Mroh6', 'MGI:5011755', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['hpo-27', 'WormBase:WBGene00016418', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#panther']], ['Mroh6', 'RGD:2323632', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000027723', 'ENSEMBL:ENSFCAG00000027723', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000034613', 'ENSEMBL:ENSBTAG00000034613', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000006948', 'ENSEMBL:ENSSSCG00000006948', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000001639', 'ENSEMBL:ENSMMUG00000001639', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000011279', 'ENSEMBL:ENSMODG00000011279', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000044169', 'ENSEMBL:ENSCAFG00000044169', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000014650', 'ENSEMBL:ENSACAG00000014650', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000032692', 'ENSEMBL:ENSECAG00000032692', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['mroh1', 'dictyBase:DDB_G0291161', 'Dictyostelium discoideum', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSOANG00000037058', 'ENSEMBL:ENSOANG00000037058', 'Ornithorhynchus anatinus', ['https://archive.monarchinitiative.org/#panther']]]	15	[['viable', 'FBcv:0000349', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['fertile', 'FBcv:0000374', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['maternal sterile', 'WBPhenotype:0000689', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['Bacillus thuringiensis toxin hypersensitive', 'WBPhenotype:0002057', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['pore forming toxin hypersensitive', 'WBPhenotype:0002059', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']]]	5
16	HGNC:49576	[['body height', 'EFO:0004339', ['https://archive.monarchinitiative.org/#gwascatalog']], ['age at menarche', 'EFO:0004703', ['https://archive.monarchinitiative.org/#gwascatalog']]]	2	['not found']	0	['not found']	0
17	HGNC:24789	['not found']	0	[['RGD1559909', 'RGD:1559909', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['1110065P20Rik', 'MGI:1916170', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000028619', 'ENSEMBL:ENSCAFG00000028619', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000037824', 'ENSEMBL:ENSFCAG00000037824', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000029557', 'ENSEMBL:ENSECAG00000029557', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000038888', 'ENSEMBL:ENSSSCG00000038888', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000005371', 'ENSEMBL:ENSMMUG00000005371', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000045776', 'ENSEMBL:ENSBTAG00000045776', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']]]	8	['not found']	0
18	HGNC:27406	['not found']	0	[['zgc:153157', 'ZFIN:ZDB-GENE-060825-224', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['inaF-D', 'FlyBase:FBgn0260812', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#panther']], ['Inafm1', 'RGD:2301983', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['F32D8.15', 'WormBase:WBGene00009325', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#panther']], ['Inafm1', 'MGI:1913550', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSOANG00000049718', 'ENSEMBL:ENSOANG00000049718', 'Ornithorhynchus anatinus', ['https://archive.monarchinitiative.org/#panther']], ['INAFM1', 'ENSEMBL:ENSBTAG00000053132', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSGALG00000049063', 'ENSEMBL:ENSGALG00000049063', 'Gallus gallus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000040861', 'ENSEMBL:ENSPTRG00000040861', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000045341', 'ENSEMBL:ENSMODG00000045341', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['INAFM1', 'ENSEMBL:ENSSSCG00000037986', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']]]	11	[['visual behavior process quality, abnormal', 'ZP:0013173', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']]]	1
19	HGNC:12175	['not found']	0	['not found']	0	['not found']	0
20	HGNC:12167	['not found']	0	['not found']	0	['not found']	0
21	HGNC:32463	['not found']	0	[['zgc:171422', 'ZFIN:ZDB-GENE-080204-95', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['Zfp85', 'MGI:107767', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp87', 'MGI:107768', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp65', 'MGI:107769', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp456', 'MGI:3040694', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp708', 'MGI:3040674', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp874b', 'MGI:3040702', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp874a', 'MGI:3040703', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp455', 'MGI:3040708', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp273', 'MGI:3036278', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp940', 'MGI:2446235', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Rsl1', 'MGI:3044162', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp429', 'MGI:1920057', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp58', 'MGI:99205', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp712', 'MGI:1925501', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['LOC680200', 'RGD:1594231', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['LOC102547287', 'RGD:7718701', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['LOC501406', 'RGD:1587241', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['Zfp455', 'RGD:628788', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000028809', 'ENSEMBL:ENSMMUG00000028809', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSRNOG00000057159', 'ENSEMBL:ENSRNOG00000057159', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['LOC100685462', 'ENSEMBL:ENSCAFG00000032253', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000028751', 'ENSEMBL:ENSACAG00000028751', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000030979', 'ENSEMBL:ENSCAFG00000030979', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000010752', 'ENSEMBL:ENSPTRG00000010752', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['F1LVW4', 'ENSEMBL:ENSRNOG00000017963', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000006825', 'ENSEMBL:ENSACAG00000006825', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['Zfp708', 'ENSEMBL:ENSRNOG00000049662', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000031497', 'ENSEMBL:ENSMMUG00000031497', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000030310', 'ENSEMBL:ENSCAFG00000030310', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['TFIIIA', 'dictyBase:DDB_G0281085', 'Dictyostelium discoideum', ['https://archive.monarchinitiative.org/#panther']], ['Zfp11', 'ENSEMBL:ENSRNOG00000051442', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000013749', 'ENSEMBL:ENSMODG00000013749', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000017651', 'ENSEMBL:ENSBTAG00000017651', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000042064', 'ENSEMBL:ENSCAFG00000042064', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSRNOG00000051494', 'ENSEMBL:ENSRNOG00000051494', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']]]	36	[['maternal imprinting', 'MP:0003122', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']]]	1
22	HGNC:21571	['not found']	0	[['tmem244', 'ZFIN:ZDB-GENE-040724-54', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther', 'https://archive.monarchinitiative.org/#zfin']], ['ENSEMBL:ENSPTRG00000029415', 'ENSEMBL:ENSPTRG00000029415', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000042297', 'ENSEMBL:ENSMMUG00000042297', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000028380', 'ENSEMBL:ENSFCAG00000028380', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000041012', 'ENSEMBL:ENSECAG00000041012', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['TMEM244', 'ENSEMBL:ENSSSCG00000004204', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000014135', 'ENSEMBL:ENSACAG00000014135', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSXETG00000035849', 'ENSEMBL:ENSXETG00000035849', 'Xenopus tropicalis', ['https://archive.monarchinitiative.org/#panther']]]	8	['not found']	0
23	HGNC:42967	['not found']	0	[['Tmem247', 'MGI:1925719', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Tmem247', 'RGD:1588160', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000011892', 'ENSEMBL:ENSPTRG00000011892', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000029659', 'ENSEMBL:ENSACAG00000029659', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['TMEM247', 'ENSEMBL:ENSBTAG00000004105', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000002629', 'ENSEMBL:ENSCAFG00000002629', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000023328', 'ENSEMBL:ENSMMUG00000023328', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000008442', 'ENSEMBL:ENSSSCG00000008442', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000014097', 'ENSEMBL:ENSECAG00000014097', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000050952', 'ENSEMBL:ENSMODG00000050952', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000005136', 'ENSEMBL:ENSFCAG00000005136', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']]]	11	[['no abnormal phenotype detected', 'MP:0002169', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']]]	1
24	HGNC:32348	['not found']	0	[['Ttc24', 'MGI:2443841', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000001462', 'ENSEMBL:ENSPTRG00000001462', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000006479', 'ENSEMBL:ENSSSCG00000006479', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000002622', 'ENSEMBL:ENSMMUG00000002622', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000019286', 'ENSEMBL:ENSECAG00000019286', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSGALG00000051918', 'ENSEMBL:ENSGALG00000051918', 'Gallus gallus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000046777', 'ENSEMBL:ENSFCAG00000046777', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSRNOG00000028765', 'ENSEMBL:ENSRNOG00000028765', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000011956', 'ENSEMBL:ENSACAG00000011956', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']]]	9	['not found']	0
